concatpedido,Filial,Nome Filial,Número do pedido,Série,Nr.Processo,Situação do Item,Dt.Emissão,Cód.Agente,Nome Fantasia,Cond.Pagto.,Contato,Situação do Pedido,Tipo de Preço,Total Pedido Compra,Item Pedido,Cód. Item,Cód.Alternativo,Descrição do Item,Unid.,Quantidade,Qtde. Convertida,Vlr.Unitário,Vlr.Mercadorias,Vlr.Desconto,Vlr.Total Item,Código Serviço,Cód. Aplicação,Nome Aplicação
165-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,165,UN,165,Pedido Atendido,45740,2638,FEPASEG,28D,,Pedido Atendido,CIF,540.98,1,6767,6767,FITA ZEBRADA PRETO/AMARELO,M,1600,1600,5.2499999999999998E-2,84,0,84,,111,Obra-Compra de Insumos para Prestação de Serviços
165-4,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,165,UN,165,Pedido Atendido,45740,2638,FEPASEG,28D,,Pedido Atendido,CIF,540.98,4,6414,6414,BROXA,UN,8,8,8.98,71.84,0,71.84,,111,Obra-Compra de Insumos para Prestação de Serviços
165-3,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,165,UN,165,Pedido Atendido,45740,2638,FEPASEG,28D,,Pedido Atendido,CIF,540.98,3,9217,9217,"ABRAÇADEIRA DE NYLON 4,70MMX300MM",UN,300,300,0.2198,65.94,0,65.94,,111,Obra-Compra de Insumos para Prestação de Serviços
165-2,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,165,UN,165,Pedido Atendido,45740,2638,FEPASEG,28D,,Pedido Atendido,CIF,540.98,2,6781,6781,"TELA TAPUME CERQUITE 1,20M",M2,120,120,2.66,319.2,0,319.2,,111,Obra-Compra de Insumos para Prestação de Serviços
166-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,166,UN,166,Pedido Atendido,45743,4048,SECRETARIA MUNICIPAL DE FINANCAS,À VISTA,,Pedido Atendido,CIF,549.79,1,8389,8389,"IPTU, ITR",VB,1,1,549.79,549.79,0,549.79,,209,Adm-Outras Entradas
167-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,167,UN,167,Pedido Atendido,45743,10114,GYRO EXPERIENCE,28D,,Pedido Atendido,CIF,5800,1,8170,8170,CAPTAÇÃO DRONE,VB,1,1,5800,5800,0,5800,72,207,Adm-Serviços Tomados
168-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,168,UN,168,Pedido Atendido,45743,11303,50.301.063 RAFAEL COLACO PROROK,28D,,Pedido Atendido,CIF,900,1,1,1,SERVIÇO DE FRETE,VB,1,1,900,900,0,900,97,207,Adm-Serviços Tomados
169-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,169,UN,169,Pedido Atendido,45743,9879,AGISA CONTAINNERS LTDA,28D,,Pedido Atendido,CIF,4850,1,3273,3273,LOCAÇÃO DE CONTAINER SIMPLES,MES,1,1,4850,4850,0,4850,,210,Adm-Locações
170-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,170,UN,170,Pedido Atendido,45743,9888,PARTNERBANK INSTITUICAO DE PAGAMENTO S.A,À VISTA,,Pedido Atendido,CIF,2259.19,1,8394,8394,TAXAS DE CONDOMÍNIO,VB,1,1,2259.19,2259.19,0,2259.19,,209,Adm-Outras Entradas
171-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,171,UN,171,Pedido Atendido,45744,1028,ADECOM DISTRIBUIDORA,45D,,Pedido Atendido,CIF,1040.4000000000001,1,4068,4068,"CABO FLEXÍVEL PP 2X2,5MM",M,180,180,5.78,1040.4000000000001,0,1040.4000000000001,,111,Obra-Compra de Insumos para Prestação de Serviços
172-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,172,UN,172,Pedido Atendido,45747,2186,DELTA INDUSTRIA DE CABOS DE ACO LTDA,28D,,Pedido Atendido,CIF,1110,1,10033,10033,CINTA ELEVAÇÃO 6TN COM 6M,UN,6,6,185,1110,0,1110,,111,Obra-Compra de Insumos para Prestação de Serviços
173-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,173,UN,173,Pedido Atendido,45749,9887,MOBI ARQCOM,28D,,Pedido Atendido,CIF,3800,1,1,1,SERVIÇO DE FRETE,VB,1,1,3800,3800,0,3800,97,207,Adm-Serviços Tomados
174-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,174,UN,174,Pedido Atendido,45749,1232,AQUA,28D,,Pedido Atendido,CIF,1140,1,8385,8385,MENSALIDADE TV TOUCH,VB,1,1,1140,1140,0,1140,52,209,Adm-Outras Entradas
175-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,175,UN,175,Pedido Atendido,45749,9421,CALLSEG TECNOLOGIA DA INFORMACAO LTDA,28D,,Pedido Atendido,CIF,274.10000000000002,1,5578,5578,SERVIÇOS DE MONITORAMENTO,MES,1,1,274.10000000000002,274.10000000000002,0,274.10000000000002,56,207,Adm-Serviços Tomados
176-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,176,UN,176,Pedido Atendido,45749,10460,SALTORI MIDIA ESTRATEGICA LTDA,28D,,Pedido Atendido,CIF,4000,1,8238,8238,MATERIAIS DE PROPAGANDA E PUBLICIDADE,UN,1,1,4000,4000,0,4000,,206,Adm-Compra Mat.Uso e Consumo
177-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,177,UN,177,Pedido Atendido,45749,4115,NIBRA INDUSTRIAL,28D,,Pedido Atendido,CIF,1680,1,326,326,PREGO 18X36,KG,200,200,8.4,1680,0,1680,,111,Obra-Compra de Insumos para Prestação de Serviços
178-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,178,UN,178,Pedido Cancelado,45749,10151,WALSYWA INDUSTRIA E COMERCIO DE PRODUTOS METALURGICOS LTDA,28D,,Pedido Cancelado,CIF,1962.39,1,186,186,ADESIVO DE ANCORAGEM EPÓXI,UN,10,10,196.239,1962.39,0,1962.39,,111,Obra-Compra de Insumos para Prestação de Serviços
179-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,179,UN,179,Pedido Atendido,45749,2245,DIPROTEC DIST. DE PROD. TEC. PARA CONST. CIVIL LTDA.,45D,,Pedido Atendido,CIF,1200,1,9495,9495,GRAUTE ESTRUTURAL 40MPA,KG,1000,1000,1.2,1200,0,1200,,111,Obra-Compra de Insumos para Prestação de Serviços
180-2,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,180,UN,180,Pedido Atendido,45749,3121,IMPERMIX COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA,30D,,Pedido Atendido,CIF,2314,2,9324,9324,ARGAMASSA REPARO ESTRUTURAL CINZA,KG,1000,1000,2.3140000000000001,2314,0,2314,,111,Obra-Compra de Insumos para Prestação de Serviços
181-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,181,UN,181,Pedido Atendido,45749,9874,COMERCIAL LANCARE,28D,,Pedido Atendido,CIF,1120,1,104,104,CIMENTO PORTLAND CP II Z,KG,2000,2000,0.56000000000000005,1120,0,1120,,111,Obra-Compra de Insumos para Prestação de Serviços
182-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,182,UN,182,Pedido Atendido,45749,2016,COPLAS INDUSTRIA DE PLASTICOS LTDA,28D,,Pedido Atendido,CIF,3874.3,1,9494,9494,"TUBO PVC PARA CONE DE ENCOSTO 3/4"" 3000MM",UN,300,300,12.914332999999999,3874.3,0,3874.3,,111,Obra-Compra de Insumos para Prestação de Serviços
183-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,183,UN,183,Pedido Atendido,45749,2638,FEPASEG,28D,,Pedido Atendido,CIF,369,1,6765,6765,CORDA POLIAMIDA TRANÇADA 14MM,M,100,100,3.69,369,0,369,,111,Obra-Compra de Insumos para Prestação de Serviços
184-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,184,UN,184,Pedido Atendido,45750,10319,ARTE & MENSAGEM COMUNICACAO LTDA,28D,,Pedido Atendido,CIF,14000,1,8179,8179,LOCAÇÃO DE ESPAÇO PUBLICITÁRIO,VB,1,1,14000,14000,0,14000,155,210,Adm-Locações
186-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,186,UN,186,Pedido Atendido,45751,11328,MADEIREIRA VO IVONE LTDA,28D,,Pedido Atendido,CIF,19175,1,8942,8942,"RIPA PINUS 1""X3""",M,6250,6250,1.34,8375,0,8375,,111,Obra-Compra de Insumos para Prestação de Serviços
186-2,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,186,UN,186,Pedido Atendido,45751,11328,MADEIREIRA VO IVONE LTDA,28D,,Pedido Atendido,CIF,19175,2,8945,8945,"VIGOTE PINUS 3""X3""",M,2500,2500,4.32,10800,0,10800,,111,Obra-Compra de Insumos para Prestação de Serviços
187-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,187,UN,187,Pedido Atendido,45751,11402,MOVING MEDIA BRASIL LTDA,28D,,Pedido Atendido,CIF,4340,1,9046,9046,SERVIÇOS DE ATIVAÇÃO PROMOCIONAL,VB,1,1,4340,4340,0,4340,104,207,Adm-Serviços Tomados
188-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,188,UN,188,Parcialmente Atendido,45751,10897,GH TRANSPORTES LTDA,28D,,Pedido em Aberto,CIF,10500,1,1,1,SERVIÇO DE FRETE,VB,3,3,3500,10500,0,10500,97,108,Obra-Conhecimento de Frete
189-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,189,UN,189,Pedido Atendido,45757,9879,AGISA CONTAINNERS LTDA,28D,,Pedido Atendido,CIF,4850,1,3273,3273,LOCAÇÃO DE CONTAINER SIMPLES,MES,1,1,4850,4850,0,4850,,210,Adm-Locações
190-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,190,UN,190,Pedido Atendido,45758,10597,SUPERFICI COMERCIAL LTDA,45D,,Pedido Atendido,CIF,2820,1,6368,6368,BROCA CHATA 32MM,UN,50,50,56.4,2820,0,2820,,111,Obra-Compra de Insumos para Prestação de Serviços
191-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,191,UN,191,Pedido Atendido,45758,9429,LIGGA TELECOMUNICACOES S.A,28D,,Pedido Atendido,CIF,600,1,7891,7891,CONSUMO DE INTERNET,VB,1,1,600,600,0,600,,209,Adm-Outras Entradas
192-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,192,UN,192,Pedido Atendido,45761,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,1559.12,1,2411,2411,TUBO SOLDÁVEL PB 25X6M,UN,26,26,35.82,931.32,0,931.32,,111,Obra-Compra de Insumos para Prestação de Serviços
192-5,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,192,UN,192,Pedido Atendido,45761,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,1559.12,5,6617,6617,SERRA AÇO,UN,1,1,29.9,29.9,0,29.9,,111,Obra-Compra de Insumos para Prestação de Serviços
192-4,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,192,UN,192,Pedido Atendido,45761,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,1559.12,4,6873,6873,PILHA AA,UN,1,1,52.9,52.9,0,52.9,,111,Obra-Compra de Insumos para Prestação de Serviços
192-3,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,192,UN,192,Pedido Atendido,45761,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,1559.12,3,6470,6470,"DISCO DE CORTE FERRO 7""",UN,10,10,9.5,95,0,95,,111,Obra-Compra de Insumos para Prestação de Serviços
192-2,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,192,UN,192,Pedido Atendido,45761,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,1559.12,2,2412,2412,TUBO SOLDÁVEL PB 32X6M,UN,5,5,90,450,0,450,,111,Obra-Compra de Insumos para Prestação de Serviços
193-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,193,UN,193,Pedido Atendido,45761,4545,"RANDA PORTAS, MOLDURAS E COMPENSADOS LTDA",28D,,Pedido Atendido,CIF,37007,1,10072,10072,SERVIÇO DE CORTE E MONTAGEM DE CHAPAS,VB,1,1,37007,37007,0,37007,32,107,Obra-Serviços Tomados
194-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,194,UN,194,Pedido Atendido,45761,4048,SECRETARIA MUNICIPAL DE FINANCAS,À VISTA,,Pedido Atendido,CIF,549.79,1,8389,8389,"IPTU, ITR",VB,1,1,549.79,549.79,0,549.79,,209,Adm-Outras Entradas
195-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,195,UN,195,Pedido Atendido,45761,11454,NOVALOJA EXPOSITORES,28D,,Pedido Atendido,CIF,2870,1,8238,8238,MATERIAIS DE PROPAGANDA E PUBLICIDADE,UN,1,1,2870,2870,0,2870,,206,Adm-Compra Mat.Uso e Consumo
197-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,197,UN,197,Pedido Atendido,45762,10632,KETRYN AFONSO GLONEK,28D,,Pedido Atendido,CIF,6000,1,1,1,SERVIÇO DE FRETE,VB,10,10,600,6000,0,6000,97,107,Obra-Serviços Tomados
198-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,198,UN,198,Pedido Atendido,45762,11461,FELIPE VIEIRA MARCONDES ESQUADRIAS E FACHADAS,28D,,Pedido Atendido,CIF,1100,1,5582,5582,SERVIÇOS DE REPAROS EM CONSTRUÇÕES VIZINHAS,VB,1,1,1100,1100,0,1100,23,107,Obra-Serviços Tomados
199-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,199,UN,199,Pedido Atendido,45762,3623,LS SOLUCOES EMPRESARIAIS,28D,,Pedido Atendido,CIF,4800,1,5625,5625,SERVIÇOS AUDITORIA INTERNA DA QUALIDADE,VB,6,6,800,4800,0,4800,99,107,Obra-Serviços Tomados
200-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,200,UN,200,Pedido Atendido,45762,1848,CLICK DRONE FILMAGENS LTDA,28D,,Pedido Atendido,CIF,18825,1,8170,8170,CAPTAÇÃO DRONE,VB,15,15,1255,18825,0,18825,72,107,Obra-Serviços Tomados
201-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,201,UN,201,Parcialmente Atendido,45762,2867,GILSO DE SOUZA CONCHE 03419317999,28D,,Pedido em Aberto,CIF,5562.5,1,1,1,SERVIÇO DE FRETE,VB,10,10,556.25,5562.5,0,5562.5,97,107,Obra-Serviços Tomados
202-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,202,UN,202,Pedido Atendido,45762,9546,TELEFONICA BRASIL S.A.,28D,,Pedido Atendido,CIF,102.41,1,7891,7891,CONSUMO DE INTERNET,VB,1,1,102.41,102.41,0,102.41,,209,Adm-Outras Entradas
203-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,203,UN,203,Pedido Atendido,45762,5456,YON GROUP LTDA,28D,,Pedido Atendido,CIF,8494.5,1,9046,9046,SERVIÇOS DE ATIVAÇÃO PROMOCIONAL,VB,1,1,8494.5,8494.5,0,8494.5,53,207,Adm-Serviços Tomados
204-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,204,UN,204,Pedido Atendido,45762,5456,YON GROUP LTDA,28D,,Pedido Atendido,CIF,6477.34,1,9046,9046,SERVIÇOS DE ATIVAÇÃO PROMOCIONAL,VB,1,1,6477.34,6477.34,0,6477.34,53,207,Adm-Serviços Tomados
206-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,206,UN,206,Pedido Atendido,45762,9873,OUTDOORMIDIA LOCACAO DE ESPACOS PARA PUBLICIDADE LTDA,28D,,Pedido Atendido,CIF,6160,1,8179,8179,LOCAÇÃO DE ESPAÇO PUBLICITÁRIO,VB,1,1,6160,6160,0,6160,999,210,Adm-Locações
207-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,207,UN,207,Pedido Atendido,45762,9379,D - LAB DESIGN LABORATORY,28D,,Pedido Atendido,CIF,20000,1,8176,8176,HONORÁRIOS DE PRODUÇÃO,VB,1,1,20000,20000,0,20000,999,207,Adm-Serviços Tomados
208-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,208,UN,208,Pedido Atendido,45763,2186,DELTA INDUSTRIA DE CABOS DE ACO LTDA,28D,,Pedido Atendido,CIF,5191.6000000000004,1,6680,6680,CABO DE AÇO ALMA FIBRA 6/19,M,290,290,7.8,2262,0,2262,,111,Obra-Compra de Insumos para Prestação de Serviços
208-3,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,208,UN,208,Pedido Atendido,45763,2186,DELTA INDUSTRIA DE CABOS DE ACO LTDA,28D,,Pedido Atendido,CIF,5191.6000000000004,3,6752,6752,MOSQUETÃO OVAL AÇO ROSCA FECHO 25KN,UN,50,50,23.9,1195,0,1195,,111,Obra-Compra de Insumos para Prestação de Serviços
208-2,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,208,UN,208,Pedido Atendido,45763,2186,DELTA INDUSTRIA DE CABOS DE ACO LTDA,28D,,Pedido Atendido,CIF,5191.6000000000004,2,6683,6683,"CLIP 3/8"" PARA CABO DE AÇO",UN,294,294,5.9,1734.6,0,1734.6,,111,Obra-Compra de Insumos para Prestação de Serviços
209-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,209,UN,209,Pedido Atendido,45763,9836,GIRO PAGAMENTOS E TECNOLOGIA LTDA,À VISTA,,Pedido Atendido,CIF,182.98,1,7900,7900,TAXA,VB,182.98,182.98,1,182.98,0,182.98,,209,Adm-Outras Entradas
210-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,210,UN,210,Pedido Atendido,45764,9879,AGISA CONTAINNERS LTDA,28D,,Pedido Atendido,CIF,5381.88,1,3273,3273,LOCAÇÃO DE CONTAINER SIMPLES,MES,1,1,5381.88,5381.88,0,5381.88,,210,Adm-Locações
212-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,212,UN,212,Pedido Atendido,45769,1171,AMPP SERVICOS GERAIS LTDA,28D,,Pedido Atendido,CIF,2718.55,1,8217,8217,SERVIÇOS DE LIMPEZA E CONSERVAÇÃO,VB,1,1,2718.55,2718.55,0,2718.55,31,207,Adm-Serviços Tomados
213-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,213,UN,213,Pedido Atendido,45770,2622,FAVRETTO MIDIA EXTERIOR,28D,,Pedido Atendido,CIF,12480,1,8179,8179,LOCAÇÃO DE ESPAÇO PUBLICITÁRIO,VB,1,1,12480,12480,0,12480,155,210,Adm-Locações
214-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,214,UN,214,Pedido Atendido,45772,11551,A2 INDUSTRIA E COMERCIO DE METAIS LTDA,28D,,Pedido Atendido,CIF,13000,1,3124,3124,"TUBO FERRO GALVANIZADO SEM COSTURA 3""X6M",UN,22,22,590.90909099999999,13000,0,13000,,111,Obra-Compra de Insumos para Prestação de Serviços
215-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,215,UN,215,Pedido Atendido,45748,1757,CEMA GRAFICA LTDA.,28D,,Pedido Atendido,CIF,910,1,8238,8238,MATERIAIS DE PROPAGANDA E PUBLICIDADE,UN,1000,1000,0.91,910,0,910,,206,Adm-Compra Mat.Uso e Consumo
216-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,216,UN,216,Pedido Atendido,45775,9883,BUENA COMPANY,28D,,Pedido Atendido,CIF,5000,1,8179,8179,LOCAÇÃO DE ESPAÇO PUBLICITÁRIO,VB,1,1,5000,5000,0,5000,52,207,Adm-Serviços Tomados
217-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,217,UN,217,Pedido Atendido,45775,1028,ADECOM DISTRIBUIDORA,28D,,Pedido Atendido,CIF,2390.5500000000002,1,4051,4051,"CABO ALUMÍNIO 50,0MM",M,50,50,27.99,1399.5,0,1399.5,,111,Obra-Compra de Insumos para Prestação de Serviços
217-4,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,217,UN,217,Pedido Atendido,45775,1028,ADECOM DISTRIBUIDORA,28D,,Pedido Atendido,CIF,2390.5500000000002,4,3845,3845,"MANGUEIRA LISA PRETA 2""",M,50,50,7.8,390,0,390,,111,Obra-Compra de Insumos para Prestação de Serviços
217-3,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,217,UN,217,Pedido Atendido,45775,1028,ADECOM DISTRIBUIDORA,28D,,Pedido Atendido,CIF,2390.5500000000002,3,4031,4031,QUADRO DISTRIBUIÇÃO,UN,1,1,182.55,182.55,0,182.55,,111,Obra-Compra de Insumos para Prestação de Serviços
217-2,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,217,UN,217,Pedido Atendido,45775,1028,ADECOM DISTRIBUIDORA,28D,,Pedido Atendido,CIF,2390.5500000000002,2,4005,4005,DISJUNTOR 3X125A,UN,1,1,418.5,418.5,0,418.5,,111,Obra-Compra de Insumos para Prestação de Serviços
218-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,218,UN,218,Pedido Atendido,45777,4,PIEMONTE EMPREENDIMENTOS IMOBILIARIOS S/A - MATRIZ,28D,,Pedido Atendido,CIF,16373.04,1,9032,9032,REEMBOLSO DE DESPESAS DIVERSAS,VB,1,1,16373.04,16373.04,0,16373.04,,743,ND Interno
219-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,219,UN,219,Pedido Atendido,45777,1023,ACTTION HIGIENE E LIMPEZA,28D,,Pedido Atendido,CIF,675.97,1,9086,9086,NAFTALINA,KG,1,1,70.38,70.38,0,70.38,,111,Obra-Compra de Insumos para Prestação de Serviços
219-14,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,219,UN,219,Pedido Atendido,45777,1023,ACTTION HIGIENE E LIMPEZA,28D,,Pedido Atendido,CIF,675.97,14,6944,6944,PANO DE CHÃO,UN,50,50,2.85,142.5,0,142.5,,111,Obra-Compra de Insumos para Prestação de Serviços
219-8,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,219,UN,219,Pedido Atendido,45777,1023,ACTTION HIGIENE E LIMPEZA,28D,,Pedido Atendido,CIF,675.97,8,9008,9008,ALCOOL PARA LIMPEZA,UN,2,2,6.17,12.34,0,12.34,,111,Obra-Compra de Insumos para Prestação de Serviços
219-7,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,219,UN,219,Pedido Atendido,45777,1023,ACTTION HIGIENE E LIMPEZA,28D,,Pedido Atendido,CIF,675.97,7,6959,6959,SACO DE LIXO 100L,UN,15,15,21.27,319.05,0,319.05,,111,Obra-Compra de Insumos para Prestação de Serviços
219-6,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,219,UN,219,Pedido Atendido,45777,1023,ACTTION HIGIENE E LIMPEZA,28D,,Pedido Atendido,CIF,675.97,6,6966,6966,SACO DE LIXO 50L,UN,10,10,13.17,131.69999999999999,0,131.69999999999999,,111,Obra-Compra de Insumos para Prestação de Serviços
220-2,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,220,UN,220,Pedido Atendido,45777,10525,TG PRODUTOS LTDA,28D,,Pedido Atendido,CIF,418.25,2,10130,10130,BALDE METÁLICO 10L,UN,5,5,9.75,48.75,0,48.75,,111,Obra-Compra de Insumos para Prestação de Serviços
220-13,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,220,UN,220,Pedido Atendido,45777,10525,TG PRODUTOS LTDA,28D,,Pedido Atendido,CIF,418.25,13,6921,6921,ESPONJA MULTI USO,UN,25,25,0.62,15.5,0,15.5,,111,Obra-Compra de Insumos para Prestação de Serviços
220-12,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,220,UN,220,Pedido Atendido,45777,10525,TG PRODUTOS LTDA,28D,,Pedido Atendido,CIF,418.25,12,6956,6956,SABONETE LÍQUIDO 5L,UN,5,5,15,75,0,75,,111,Obra-Compra de Insumos para Prestação de Serviços
220-5,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,220,UN,220,Pedido Atendido,45777,10525,TG PRODUTOS LTDA,28D,,Pedido Atendido,CIF,418.25,5,6908,6908,COPO PLÁSTICO 180ML,UN,3,3,93,279,0,279,,111,Obra-Compra de Insumos para Prestação de Serviços
221-3,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,221,UN,221,Pedido Atendido,45777,4812,SUPER BRILHO,28D,,Pedido Atendido,CIF,340.93,3,6947,6947,PEDRA SANITÁRIA,UN,50,50,1.18,59,0,59,,111,Obra-Compra de Insumos para Prestação de Serviços
221-11,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,221,UN,221,Pedido Atendido,45777,4812,SUPER BRILHO,28D,,Pedido Atendido,CIF,340.93,11,6916,6916,DETERGENTE 5L,UN,5,5,9.9499999999999993,49.75,0,49.75,,111,Obra-Compra de Insumos para Prestação de Serviços
221-10,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,221,UN,221,Pedido Atendido,45777,4812,SUPER BRILHO,28D,,Pedido Atendido,CIF,340.93,10,6913,6913,DESINFETANTE 5L,UN,10,10,8.69,86.9,0,86.9,,111,Obra-Compra de Insumos para Prestação de Serviços
221-9,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,221,UN,221,Pedido Atendido,45777,4812,SUPER BRILHO,28D,,Pedido Atendido,CIF,340.93,9,9085,9085,ÁGUA SANITÁRIA 5L,UN,8,8,7.81,62.48,0,62.48,,111,Obra-Compra de Insumos para Prestação de Serviços
221-4,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,221,UN,221,Pedido Atendido,45777,4812,SUPER BRILHO,28D,,Pedido Atendido,CIF,340.93,4,6946,6946,PAPEL TOALHA,UN,10,10,8.2799999999999994,82.8,0,82.8,,111,Obra-Compra de Insumos para Prestação de Serviços
222-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,222,UN,222,Pedido Atendido,45775,9888,PARTNERBANK INSTITUICAO DE PAGAMENTO S.A,À VISTA,,Pedido Atendido,CIF,2259.19,1,8394,8394,TAXAS DE CONDOMÍNIO,VB,2259.19,2259.19,1,2259.19,0,2259.19,,209,Adm-Outras Entradas
223-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,223,UN,223,Pedido Atendido,45782,1171,AMPP SERVICOS GERAIS LTDA,28D,,Pedido Atendido,CIF,2568.79,1,8217,8217,SERVIÇOS DE LIMPEZA E CONSERVAÇÃO,VB,1,1,2568.79,2568.79,0,2568.79,31,207,Adm-Serviços Tomados
224-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,224,UN,224,Pedido Atendido,45782,1473,ANJUS TRANSPORTES,28D,,Pedido Atendido,CIF,900,1,1,1,SERVIÇO DE FRETE,VB,900,900,1,900,0,900,97,108,Obra-Conhecimento de Frete
225-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,225,UN,225,Pedido Atendido,45782,10319,ARTE & MENSAGEM COMUNICACAO LTDA,28D,,Pedido Atendido,CIF,14000,1,8179,8179,LOCAÇÃO DE ESPAÇO PUBLICITÁRIO,VB,1,1,14000,14000,0,14000,155,210,Adm-Locações
