,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Status do Item,1,2,Orçamento,Sequencial,Solicitação,Sequência,Cód. Item,Cód. Alternativo,Acesso ao grupo de Itens,Descrição,Descrição Genérica,Qtde. Solicitada,Unid. Solicitação,Qtde. Convertida,Unid. Estoque,Preço de Solicitação,Data do Preço,Data de Necessidade,Data Inclusão,Valor Total,Estouro?,Último Aprovador,Observação,Cód. Solic.,Situação do Item,Código da Reserva,Item Reservado?,Cód. Cotação,Filial Cotação,Item Cotação,Item Cotado?,Cód. Pedido,Fornecedor,Cod. Contrato,Fornecedor,Código,Descrição,Código,Descrição,Código,Descrição,Código,Descrição,Insumo Genérico?,Controla Estoque?,Definição do Item,Insumo Ativo para Compra?,Lançamento,Cód. Sol. Móvel
+,A,,147,1,4607,1,6920,6920,S,ESCOVA SANITÁRIA,,5,UN,5,UN,0.01,45720,45734,45720.397002314799,0.05,Sim,luiz.perussolo,MATERIAL DE LIMPEZA - 01.01.02.03.004,122,A,,N,131,650,6,S,154,1023 - ACTTION HIGIENE E LIMPEZA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4607,2,6946,6946,S,PAPEL TOALHA,,30,UN,30,UN,0.01,45720,45734,45720.397002314799,0.3,Sim,,MATERIAL DE LIMPEZA - 01.01.02.03.004,122,B,,N,131,650,15,S,153,4812 - SUPER BRILHO,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4607,4,6966,6966,S,SACO DE LIXO 50L,,500,UN,500,UN,0.01,45720,45734,45720.397002314799,5,Sim,luiz.perussolo,MATERIAL DE LIMPEZA - 01.01.02.03.004,122,A,,N,131,650,12,S,154,1023 - ACTTION HIGIENE E LIMPEZA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4607,5,6959,6959,S,SACO DE LIXO 100L,,500,UN,500,UN,0.01,45720,45734,45720.397002314799,5,Sim,luiz.perussolo,MATERIAL DE LIMPEZA - 01.01.02.03.004,122,A,,N,131,650,14,S,154,1023 - ACTTION HIGIENE E LIMPEZA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4607,6,6947,6947,S,PEDRA SANITÁRIA,,25,UN,25,UN,0.01,45720,45734,45720.397002314799,0.25,Sim,luiz.perussolo,MATERIAL DE LIMPEZA - 01.01.02.03.004,122,B,,N,131,650,10,S,153,4812 - SUPER BRILHO,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4607,7,9008,9008,S,ALCOOL PARA LIMPEZA,,15,UN,15,UN,0.01,45720,45748,45720.397013888898,0.15,Sim,luiz.perussolo,MATERIAL DE LIMPEZA - 01.01.02.03.004,122,B,,N,131,650,1,S,153,4812 - SUPER BRILHO,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4607,8,6945,6945,S,PAPEL HIGIÊNICO,,192,UN,192,UN,0.01,45720,45734,45720.397013888898,1.92,Sim,luiz.perussolo,MATERIAL DE LIMPEZA - 01.01.02.03.004,122,B,,N,131,650,8,S,153,4812 - SUPER BRILHO,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4607,9,9085,9085,S,ÁGUA SANITÁRIA 5L,,8,UN,8,UN,0.01,45720,45734,45720.397013888898,0.08,Sim,luiz.perussolo,MATERIAL DE LIMPEZA - 01.01.02.03.004,122,B,,N,131,650,2,S,153,4812 - SUPER BRILHO,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4607,10,6913,6913,S,DESINFETANTE 5L,,10,UN,10,UN,0.01,45720,45734,45720.397013888898,0.1,Sim,luiz.perussolo,MATERIAL DE LIMPEZA - 01.01.02.03.004,122,A,,N,131,650,4,S,154,1023 - ACTTION HIGIENE E LIMPEZA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4607,11,6916,6916,S,DETERGENTE 5L,,5,UN,5,UN,0.01,45720,45734,45720.397013888898,0.05,Sim,luiz.perussolo,MATERIAL DE LIMPEZA - 01.01.02.03.004,122,B,,N,131,650,5,S,153,4812 - SUPER BRILHO,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4607,12,6956,6956,S,SABONETE LÍQUIDO 5L,,5,UN,5,UN,0.01,45720,45734,45720.397013888898,0.05,Sim,luiz.perussolo,MATERIAL DE LIMPEZA - 01.01.02.03.004,122,A,,N,131,650,11,S,154,1023 - ACTTION HIGIENE E LIMPEZA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4607,13,6921,6921,S,ESPONJA MULTI USO,,15,UN,15,UN,0.01,45720,45734,45720.397013888898,0.15,Sim,luiz.perussolo,MATERIAL DE LIMPEZA - 01.01.02.03.004,122,A,,N,131,650,7,S,154,1023 - ACTTION HIGIENE E LIMPEZA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4607,14,8318,8318,S,PANO MULTIUSO,,10,R,10,R,0.01,45720,45734,45720.397013888898,0.1,Sim,luiz.perussolo,MATERIAL DE LIMPEZA - 01.01.02.03.004,122,A,,N,131,650,13,S,154,1023 - ACTTION HIGIENE E LIMPEZA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4607,15,9542,9542,S,BALDE PLÁSTICO 10L,,8,UN,8,UN,0.01,45720,45748,45720.397013888898,0.08,Sim,luiz.perussolo,MATERIAL DE LIMPEZA - 01.01.02.03.004,122,A,,N,131,650,3,S,154,1023 - ACTTION HIGIENE E LIMPEZA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4618,2,323,323,S,PREGO 18X27,,200,KG,200,KG,7,45413,45741,45720.404884259297,1400,,mauricio.sotomaior,PREGO,119,B,,N,132,650,2,S,155,3874 - MAXXI INDUSTRIA DE PREGOS LTDA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4618,3,319,319,S,PREGO 17X27,,300,KG,300,KG,9.5,45413,45741,45720.404884259297,2850,,mauricio.sotomaior,PREGO,119,B,,N,132,650,1,S,155,3874 - MAXXI INDUSTRIA DE PREGOS LTDA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4620,1,8942,8942,S,"RIPA PINUS 1""X3""",,6250,M,6250,M,1.5667,45659,45810,45743.428182870397,9791.6687500000007,,mauricio.sotomaior,MADEIRA BRUTA PARA FORMA DE LAJE,142,B,,N,157,650,1,S,186,11328 - MADEIREIRA VO IVONE LTDA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4620,2,8945,8945,S,"VIGOTE PINUS 3""X3""",,2500,M,2500,M,0.01,45743,45810,45743.428182870397,25,,mauricio.sotomaior,MADEIRA BRUTA PARA FORMA DE LAJE,142,B,,N,157,650,2,S,186,11328 - MADEIREIRA VO IVONE LTDA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4640,1,79,79,S,CONCRETO USINADO BOMBEÁVEL 40MPA 12+-2 B1,,3443.03,M3,3443.03,M3,449,45720,45901,45720.647187499999,1545920.47,,mauricio.sotomaior,PEDIDO GLOBAL CONCRETO DA ESTRUTURA,130,B,,N,145,650,1,S,,,1313,3032 - HOBI S/A - MINERACAO DE AREIA E CONCRETO,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,4640,2,81,81,S,CONCRETO USINADO BOMBEÁVEL 40MPA 14+-2 B1,,753.48,M3,753.48,M3,477,45720,45901,45720.647187499999,359409.96,,mauricio.sotomaior,PEDIDO GLOBAL CONCRETO DA ESTRUTURA,130,B,,N,145,650,2,S,,,1313,3032 - HOBI S/A - MINERACAO DE AREIA E CONCRETO,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,4640,3,96,96,S,SERVICOS DE BOMBEAMENTO,,4196.51,M3,4196.51,M3,50,45413,45894,45720.647187499999,209825.5,Sim,mauricio.sotomaior,PEDIDO GLOBAL CONCRETO DA ESTRUTURA,130,B,,N,145,650,4,S,,,1313,3032 - HOBI S/A - MINERACAO DE AREIA E CONCRETO,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,4640,5,96,96,S,SERVICOS DE BOMBEAMENTO,,266.39,M3,266.39,M3,50,45413,45894,45720.649259259299,13319.5,Sim,mauricio.sotomaior,PEDIDO GLOBAL CONCRETO DA ESTRUTURA,130,B,,N,145,650,4,S,,,1313,3032 - HOBI S/A - MINERACAO DE AREIA E CONCRETO,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,4640,6,81,81,S,CONCRETO USINADO BOMBEÁVEL 40MPA 14+-2 B1,,266.39,M3,266.39,M3,477,45721,45901,45721.429386574098,127068.03,,mauricio.sotomaior,PEDIDO GLOBAL CONCRETO DA ESTRUTURA,130,B,,N,145,650,2,S,,,1313,3032 - HOBI S/A - MINERACAO DE AREIA E CONCRETO,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,4644,1,6478,6478,S,DISCO DE SERRA 185X36DX20MM,,150,UN,150,UN,0.01,45720,45748,45720.680520833303,1.5,Sim,mauricio.sotomaior,MATERIAL DE DESGASTE,124,B,,N,133,650,2,S,160,1719 - CASA NOVA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4644,6,6459,6459,S,"DISCO DE CORTE 180X1,6X22,23MM",,150,UN,150,UN,0.01,45720,45748,45720.686886574098,1.5,Sim,mauricio.sotomaior,MATERIAL DE DESGASTE,124,B,,N,133,650,1,S,159,5176 - TOTAL LONAS FERRAMENTAS E ABRASIVOS,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4644,7,6402,6402,S,BROCA SDS PLUS 6MMX210MM,,20,UN,20,UN,0.01,45720,45748,45720.686886574098,0.2,Sim,mauricio.sotomaior,MATERIAL DE DESGASTE,124,B,,N,133,650,7,S,160,1719 - CASA NOVA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4644,8,6405,6405,S,BROCA SDS PLUS 8MMX210MM,,20,UN,20,UN,0.01,45720,45748,45720.686886574098,0.2,Sim,mauricio.sotomaior,MATERIAL DE DESGASTE,124,B,,N,133,650,8,S,159,5176 - TOTAL LONAS FERRAMENTAS E ABRASIVOS,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4644,9,6382,6382,S,BROCA SDS PLUS 10MMX210MM,,13,UN,13,UN,0.01,45720,45748,45720.686886574098,0.13,Sim,mauricio.sotomaior,MATERIAL DE DESGASTE,124,B,,N,133,650,5,S,159,5176 - TOTAL LONAS FERRAMENTAS E ABRASIVOS,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4644,10,6385,6385,S,BROCA SDS PLUS 12MMX310MM,,13,UN,13,UN,0.01,45720,45748,45720.686886574098,0.13,Sim,mauricio.sotomaior,MATERIAL DE DESGASTE,124,B,,N,133,650,6,S,160,1719 - CASA NOVA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4644,11,6368,6368,S,BROCA CHATA 32MM,,10,UN,10,UN,0.01,45720,45748,45720.694837962998,0.1,Sim,mauricio.sotomaior,MATERIAL DE DESGASTE,124,B,,N,133,650,4,S,160,1719 - CASA NOVA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4644,12,6843,6843,S,LÂMINA DE ESTILETE 25MM,,50,UN,50,UN,0.01,45720,45734,45720.694837962998,0.5,Sim,mauricio.sotomaior,MATERIAL DE DESGASTE,124,B,,N,133,650,3,S,159,5176 - TOTAL LONAS FERRAMENTAS E ABRASIVOS,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4645,1,6414,6414,S,BROXA,,8,UN,8,UN,0.01,45720,45748,45720.702569444402,0.08,Sim,mauricio.sotomaior,MATERIAL PARA USO,123,B,,N,141,650,4,S,165,2638 - FEPASEG,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4645,5,9217,9217,S,"ABRAÇADEIRA DE NYLON 4,70MMX300MM",,300,UN,300,UN,0.01,45720,45762,45720.702569444402,3,Sim,mauricio.sotomaior,MATERIAL PARA USO,123,B,,N,141,650,3,S,165,2638 - FEPASEG,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4645,6,186,186,S,ADESIVO DE ANCORAGEM EPÓXI,,10,UN,10,UN,1,45721,45748,45721.426620370403,10,Sim,mauricio.sotomaior,MATERIAL PARA USO,123,B,,N,149,650,1,S,373,10151 - WALSYWA INDUSTRIA E COMERCIO DE PRODUTOS METALURGICOS LTDA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4645,8,6781,6781,S,"TELA TAPUME CERQUITE 1,20M",,120,M2,120,M2,27.24,45413,45755,45721.445416666698,3268.8,Sim,mauricio.sotomaior,MATERIAL PARA USO,123,B,,N,141,650,2,S,165,2638 - FEPASEG,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4645,9,6767,6767,S,FITA ZEBRADA PRETO/AMARELO,,1600,M,1600,M,0.01,45721,45762,45721.445416666698,16,Sim,mauricio.sotomaior,MATERIAL PARA USO,123,B,,N,141,650,1,S,165,2638 - FEPASEG,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4741,1,6554,6554,S,LAMINA DE SERRA MANUAL,,15,UN,15,UN,1,45722,45749,45722.6733564815,15,Sim,mauricio.sotomaior,ADEQUAÇÃO ITEM,125,B,,N,102,650,7,S,143,1719 - CASA NOVA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4897,1,600,600,S,"COMPENSADO PLASTIFICADO 17MM 1,10X2,20",,500,UN,500,UN,43.46,45413,45777,45727.663113425901,21730,,,COMPENSADO PARA FORMA DA ESTRUTURA,126,B,,N,139,650,1,S,164,"4545 - RANDA PORTAS, MOLDURAS E COMPENSADOS LTDA",,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,4922,1,8838,8838,S,TAXAS VAGAS PARA CARGA E DESCARGA,,1,VB,1,VB,1,45413,45748,45728.454571759299,1,,mauricio.sotomaior,TESTADA DE OBRA,127,B,,N,134,650,1,S,145,4048 - SECRETARIA MUNICIPAL DE FINANCAS,,,186,Outros Custos,109,Obra-Outras Entradas,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,OU,S,M,
+,A,,147,1,4939,1,5757,5757,S,CORTE E DOBRA DE AÇO,,76517.570000000007,KG,76517.570000000007,KG,0.8,45566,45807,45728.5541898148,61214.055999999997,Sim,mauricio.sotomaior,PEDIDO GLOBAL DE CORTE E DOBRA (ESTRUTURA),128,B,,N,135,650,1,S,,,1222,1764 - CENTRAL DE MONTAGENS DE ESTRUTURAS DE ACO E FERRO LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,4941,1,5672,5672,S,"SERVIÇOS IMPRESSÕES, CÓPIAS E ENCADERNAÇÕES - OBRA",,10000,VB,10000,VB,1,45413,45807,45728.602557870399,10000,Sim,mauricio.sotomaior,PEDIDO GLOBAL PLOTAGEM,129,B,,N,136,650,1,S,,,1208,2313 - E. PECHMANN CONSTRUCAO CIVIL LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,D,,147,1,5004,1,6946,6946,S,PAPEL TOALHA,,29970,UN,29970,UN,0.01,45720,45734,45729.397696759297,299.7,Sim,,MATERIAL DE LIMPEZA - 01.01.02.03.004,,,,N,,,,N,,,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,5030,2,9494,9494,S,"TUBO PVC PARA CONE DE ENCOSTO 3/4"" 3000MM",,300,UN,300,UN,0.01,45737,45764,45737.410682870403,3,Sim,valerio.kogima,TUBO DE PVC PARA CONE DE ENCOSTO - PILAR,137,B,,N,148,650,1,S,182,2016 - COPLAS INDUSTRIA DE PLASTICOS LTDA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,5064,1,5582,5582,S,SERVIÇOS DE REPAROS EM CONSTRUÇÕES VIZINHAS,,1,VB,1,VB,1,45413,45811,45730.501377314802,1,,mauricio.sotomaior,01.01.02.08.001 - REPARO PORTAS FM edificio Zermatt,154,B,,N,164,650,1,S,198,11461 - FELIPE VIEIRA MARCONDES ESQUADRIAS E FACHADAS,,,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,5135,1,4068,4068,S,"CABO FLEXÍVEL PP 2X2,5MM",,180,M,180,M,0.01,45733,45791,45733.599560185197,1.8,Sim,valerio.kogima,CABO PP PARA ILUMINAÇÃO DA OBRA,139,B,,N,147,650,1,S,171,1028 - ADECOM DISTRIBUIDORA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,5184,1,5564,5564,S,"MO ESCAVAÇÃO, CARGA E TRANSPORTE PARA BOTA-FORA",,2800,M3,2800,M3,52,45413,45813,45734.619444444397,145600,,luiz.perussolo,RETIRADA DE TERRA EXCEDENTE - DÁRIO,134,B,,N,142,650,1,S,,,1476,2145 - DARIO OLIVIR CASSIANO - TERRAPLENAGEM,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,5212,2,10033,10033,S,CINTA ELEVAÇÃO 6TN COM 6M,,6,UN,6,UN,0.01,45734,45777,45734.697118055599,0.06,Sim,valerio.kogima,CINTA DE ELEVAÇÃO,135,B,,N,143,650,1,S,172,2186 - DELTA INDUSTRIA DE CABOS DE ACO LTDA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,5222,1,79,79,S,CONCRETO USINADO BOMBEÁVEL 40MPA 12+-2 B1,,235,M3,235,M3,449,45734,45905,45734.6809027778,105515,,luiz.perussolo,01.03.05.02.005 - ADITIVO DO PEDIDO GLOBAL DE CONCRETO DOS BLOCOS,133,B,,N,140,650,1,S,,,1246,3032 - HOBI S/A - MINERACAO DE AREIA E CONCRETO,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,5222,2,96,96,S,SERVICOS DE BOMBEAMENTO,,235,M3,235,M3,50,45413,45898,45734.6809027778,11750,Sim,luiz.perussolo,01.03.05.02.005 - ADITIVO DO PEDIDO GLOBAL DE CONCRETO DOS BLOCOS,133,B,,N,140,650,2,S,,,1246,3032 - HOBI S/A - MINERACAO DE AREIA E CONCRETO,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,D,,147,1,5387,1,600,600,S,"COMPENSADO PLASTIFICADO 17MM 1,10X2,20",,1000,UN,1000,UN,43.46,45413,45777,45737.506377314799,43460,,,COMPENSADO PARA FORMA DA ESTRUTURA,,,,N,,,,N,,,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,5424,1,5573,5573,S,MO ACOMPANHAMENTO TOPOGRAFICO,,12,DIA,12,DIA,1500,45413,45820,45741.423368055599,18000,Sim,mauricio.sotomaior,CONTRATO TOPOGRAFO,138,B,,N,146,650,1,S,,,1375,11299 - AARAU CONSULTORIA DE ENGENHARIA E MEIO AMBIENTE LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,5434,1,10050,10050,S,MO MINIESCAVADEIRA HIDRÁULICA COM OPERADOR E COMBUSTÍVEL,,3,MES,3,MES,27000,45740,45826,45740.444652777798,81000,Sim,valerio.kogima,ADITIVO THAL ENGENHAIRA,140,B,,N,151,650,1,S,,,1477,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,5434,2,8572,8572,S,MO LOCAÇÃO DE ESCAVADEIRA HIDRAULICA COM OPERADOR COM COMBUSTÍVEL,,1,MES,1,MES,28000,45413,45819,45740.444652777798,28000,Sim,valerio.kogima,ADITIVO THAL ENGENHAIRA,140,B,,N,151,650,2,S,,,1477,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,5434,3,5572,5572,S,SERVIÇOS DE BOTA-FORA DE SOLO,,560,M3,560,M3,35.714300000000001,45740,45826,45740.448090277801,20000.008000000002,,valerio.kogima,ADITIVO THAL ENGENHAIRA,140,B,,N,151,650,3,S,,,1477,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
